pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
60,211,12,12141,164960,18750,NA,O,6250,22,3,2,1,15,6,2,3,1,5,1,0,3,3,0,2,2,2,2,5,2,1,1,0,3553,2,2,2,NA,NA,NA,SOUTH CHICAGO HEIGHTS,60411,4105,0.36881851400730814,0.1464068209500609,0,0.4638246041412911,0.03995127892813642,70629,South Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  194,BLOOM TOWNSHIP HIGH SCHOOL  206,13.152,38082,FALSE,TRUE,TRUE
61,295,25,25140,314340,28940,NA,W,2412,32,NA,3,4,6,3,3,3,1,5,1,1,1,2,1,1,2,1,2,3,2,1,1,0,1889,2,1,5,1,NA,NA,GLENVIEW,60025,4792,0.8950333889816361,0.01898998330550918,0.03005008347245409,0.04653589315525876,0.0187813021702838,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
62,207,39,39122,209220,40450,NA,W,6224,53,NA,3,1,6,3,3,3,1,5,1,0,3,1,1,2,2,2,2,3,2,1,1,0,1884,2,1,2,NA,NA,NA,OAK LAWN,60453,4320,0.6965277777777777,0.06875,0.00972222222222222,0.20046296296296295,0.04907407407407407,54820,Oak Lawn,0,0,6,1,0,0,SCHOOL DISTRICT  122,COMMUNITY HIGH SCHOOL  229,11.134,71949,FALSE,TRUE,TRUE
63,211,71,71250,176380,45450,NA,O,4132,107,3,1,1,12,4,1,2,1,2,1,0,3,3,0,2,2,2,2,3,1,2,2,0,1784,2,2,2,NA,NA,1,CHICAGO,60639,5145,0.06064139941690962,0.04956268221574344,0.00408163265306122,0.8857142857142857,0,14000,Chicago,0,0,1,0,0,0,LYON,STEINMETZ COLLEGE PREP HS,6.894,49091,FALSE,TRUE,TRUE
64,203,22,22080,226290,43500,NA,W,5613,67,NA,3,1,5,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1155,2,1,1,NA,NA,NA,NILES,60714,5040,0.7507936507936508,0.0246031746031746,0.14662698412698413,0.06805555555555555,0.01964285714285714,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.738,71044,FALSE,TRUE,TRUE
65,295,21,21133,279080,51980,NA,T,1840,22,NA,3,1,9,3,3,3,1,5,1,0,3,2,0,2,2,2,2,3,3,1,1,0,1840,2,1,1,NA,NA,NA,INDIAN HEAD PARK,60525,7043,0.8795967627431492,0.01050688627005537,0.06119551327559278,0.03507028255004969,0.02456339627999432,37257,Indian Head Park,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,8.759,100339,FALSE,TRUE,TRUE
66,234,39,39210,150980,36250,NA,W,7632,43,NA,3,1,6,3,3,1,1,5,1,1,3,2,0,2,NA,2,2,3,1,2,2,225,1344,2,1,4,NA,NA,NA,ALSIP,60803,5979,0.4301722696103027,0.3729720689078441,0.00351229302558956,0.16708479678876068,0.0483358421140659,01010,Alsip,0,0,4,0,0,0,SCHOOL DISTRICT  126,COMMUNITY HIGH SCHOOL  218,13.434,49662,FALSE,TRUE,TRUE
67,234,24,24081,240330,54410,NA,W,5728,62,NA,2,1,6,3,3,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1323,2,1,4,NA,NA,NA,SKOKIE,60076,5224,0.46248085758039814,0.12117151607963246,0.27833078101071973,0.08422664624808576,0.10758039816232771,70122,Skokie,0,0,7,1,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,7.906,92547,FALSE,TRUE,TRUE
68,203,26,26010,194140,77530,AV,T,6742,72,NA,2,1,7,3,2,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1654,2,1,1,NA,NA,NA,HARWOOD HEIGHTS,60706,5243,0.8094602326912074,0,0.08640091550638947,0.10223154682433722,0.00381460995613198,33435,Harwood Heights,0,0,1,0,0,0,SCHOOL DISTRICT  79,MAINE TOWNSHIP HIGH SCHOOL  207,7.819,69321,FALSE,TRUE,TRUE
69,203,31,31080,168830,26620,NA,W,7100,67,NA,2,1,7,4,3,1,1,2,2,0,2,2,1,NA,NA,2,2,4,3,2,2,0,1596,2,1,1,3,NA,NA,HILLSIDE,60162,5989,0.1841709801302388,0.4748705960928369,0.00333945566872599,0.3274336283185841,0.02037067957922858,35086,Hillside,0,0,1,0,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,15.18,54597,FALSE,TRUE,TRUE
70,203,70,70080,85390,45000,NA,W,5000,63,NA,2,1,6,3,1,1,2,5,2,0,3,1,0,NA,NA,2,2,3,3,2,2,0,1300,2,1,1,NA,NA,NA,CHICAGO,60617,5647,0.00602089605100053,0.9881352930759696,0,0.00584381087302992,0,14000,Chicago,0,0,3,1,0,0,COLES,CHICAGO VOCATIONAL HS,6.88386464826358,46162,FALSE,TRUE,TRUE
71,211,77,77150,383530,134660,NA,T,4725,125,3,2,2,15,5,1,3,2,5,2,0,3,3,0,2,NA,2,2,2,1,2,2,0,3360,2,2,2,NA,NA,1,CHICAGO,60618,4392,0.34266848816029144,0.00819672131147541,0.03346994535519126,0.5760473588342441,0.07923497267759563,14000,Chicago,0,0,6,1,0,0,LOGANDALE,SCHURZ HS,6.915,64569,FALSE,TRUE,TRUE
72,202,28,28022,157300,39780,NA,W,8375,56,NA,1,1,5,3,1,3,1,5,2,0,2,1,0,2,2,2,2,3,1,2,2,0,884,2,1,1,3,NA,NA,ORLAND PARK,60462,3951,0.7749936724879777,0.07263983801569222,0.0331561629967097,0.08605416350291066,0.05770690964312832,56640,Orland Park,0,0,6,1,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,69342,FALSE,TRUE,TRUE
73,202,70,70170,76020,24180,NA,W,3720,65,NA,2,1,4,2,1,1,1,5,2,0,1,1,0,NA,NA,2,2,2,1,2,2,0,895,2,1,1,3,NA,NA,CHICAGO,60628,3208,0.00592269326683291,0.9800498753117208,0,0.01402743142144638,0,14000,Chicago,0,0,1,0,0,0,SCHMID,HARLAN HS,6.908,46517,FALSE,TRUE,TRUE
74,234,32,32170,110890,29400,NA,W,8400,45,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,2,1,2,0,1095,2,1,4,NA,NA,NA,MATTESON,60443,8115,0.08872458410351201,0.8853974121996303,0,0.00271102895871842,0.04633394947627849,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.737,92660,FALSE,TRUE,TRUE
75,202,71,71150,126760,46120,NA,W,3690,93,NA,2,1,5,2,1,3,2,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,633,2,1,1,3,NA,1,CHICAGO,60634,4246,0.4573716439001413,0.02001884126236457,0.08313707018370231,0.4225153085256712,0.02119642016015073,14000,Chicago,0,0,3,1,0,0,SMYSER,SCHURZ HS,6.884772382397572,67500,FALSE,TRUE,TRUE
76,202,72,72030,107220,37800,NA,W,3780,112,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,851,2,1,1,NA,NA,NA,CHICAGO,60629,7211,0.20635140757176537,0,0,0.7936485924282346,0,14000,Chicago,0,0,1,0,0,0,PASTEUR,HUBBARD HS,6.934,48678,FALSE,TRUE,TRUE
77,234,35,35030,165100,32820,NA,W,7724,49,NA,3,1,5,2,3,1,1,5,1,0,1,1,0,2,2,2,2,3,1,1,2,0,868,2,1,4,3,NA,1,HANOVER PARK,60133,6476,0.6400555898702903,0.02671402100061766,0.14978381717109326,0.14854848672019766,0.05975911056207535,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.825,83662,FALSE,TRUE,TRUE
78,203,31,31060,139700,29920,NA,W,6300,93,NA,4,1,6,4,1,1,2,5,2,1,3,2,0,NA,NA,2,2,1,1,1,2,0,1513,2,1,1,NA,NA,NA,MAYWOOD,60153,4671,0.01305930207664311,0.6636694497966175,0.00385356454720616,0.2980089916506101,0.04281738385784629,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,50167,FALSE,TRUE,TRUE
79,211,77,77091,155920,74260,NA,T,6320,110,6,2,2,24,12,1,3,2,5,2,3,3,6,0,2,2,2,2,3,2,2,2,0,6786,2,2,3,NA,NA,NA,CHICAGO,60623,4311,0.01020644861980978,0.947344003711436,0,0.04244954766875435,0,14000,Chicago,0,0,1,0,0,0,HERZL,MANLEY HS,6.913,25405,FALSE,TRUE,TRUE
80,295,77,77030,372750,19960,NA,W,783,18,NA,2,1,7,3,2,3,1,5,1,0,3,2,1,2,2,2,2,1,2,1,1,0,1728,2,1,3,NA,NA,NA,CHICAGO,60647,2848,0.5252808988764045,0.03651685393258427,0.03651685393258427,0.3714887640449438,0.05582865168539325,14000,Chicago,0,0,1,0,0,0,CHASE,CLEMENTE HS,6.915,56725,FALSE,TRUE,TRUE
81,202,21,21082,154750,41870,NA,T,6700,78,NA,3,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,730,2,1,5,NA,NA,NA,LA GRANGE,60525,3751,0.9480138629698748,0.01146360970407891,0.0021327645961077,0.02985870434550786,0.01706211676886163,40767,La Grange,0,0,1,0,0,0,SCHOOL DISTRICT  105,LYONS TOWNSHIP HIGH SCHOOL  204,9.041,150273,FALSE,TRUE,TRUE
82,234,35,35040,193040,52910,NA,W,11140,58,NA,3,1,5,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,3,1,1,2,0,1131,2,1,4,NA,NA,NA,SCHAUMBURG,60193,5223,0.6034845874018763,0.01531686770055523,0.15029676431169825,0.218648286425426,0.02010338885697874,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,80957,FALSE,TRUE,TRUE
83,295,28,28103,168940,57940,NA,T,5268,24,NA,3,1,6,3,1,3,1,5,1,0,3,2,1,2,NA,2,2,3,2,1,1,0,2178,2,1,2,NA,NA,NA,TINLEY PARK,60477,4246,0.7418747056052756,0,0.03320772491756948,0.22162034856335375,0.00659444182760245,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT  140,CONSOLIDATED HIGH SCHOOL  230,11.122,65720,FALSE,TRUE,TRUE
84,202,31,31032,131480,31680,NA,W,5760,61,NA,2,1,5,3,1,3,1,5,2,0,2,1,0,NA,NA,2,2,3,2,2,2,0,980,2,1,1,3,NA,NA,BELLWOOD,60104,4876,0.02645611156685808,0.8794093519278097,0.01189499589827727,0.0699343724364233,0.02153404429860541,04975,Bellwood,0,0,1,0,0,0,SCHOOL DISTRICT 88,PROVISO TOWNSHIP HIGH SCHOOL 209,19.52,46234,FALSE,TRUE,TRUE
85,211,70,70120,138110,37120,NA,O,4125,104,NA,2,1,18,9,1,3,1,5,2,0,3,3,0,NA,NA,2,2,3,1,2,2,0,4500,2,2,2,NA,NA,1,CHICAGO,60619,4105,0.01607795371498173,0.9466504263093788,0.01412911084043849,0.02314250913520097,0,14000,Chicago,0,0,1,0,0,1,AVALON PARK,HIRSCH HS,6.88386464826358,21856,FALSE,TRUE,TRUE
86,205,71,71101,283410,66140,NA,T,4562,107,NA,3,1,5,3,1,3,1,5,2,0,3,2,0,2,2,2,2,1,1,2,2,0,1888,2,1,2,NA,NA,NA,CHICAGO,60641,7747,0.5843552342842391,0.00684135794501097,0.0715115528591713,0.3090228475538918,0.05653801471537369,14000,Chicago,0,0,1,0,0,0,PORTAGE PARK,SCHURZ HS,6.894,68157,FALSE,TRUE,TRUE
87,234,18,18070,126280,31930,NA,W,9124,54,NA,1,1,9,5,3,1,1,5,2,0,2,1,2,NA,NA,2,2,1,1,1,2,0,1232,2,1,4,3,NA,NA,HANOVER PARK,60133,6608,0.1823547215496368,0.0263317191283293,0.01755447941888619,0.761047215496368,0.02058111380145278,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.557,63422,FALSE,TRUE,TRUE
88,295,18,18060,133890,28700,NA,W,2392,24,NA,1,1,5,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,1,0,1547,2,1,2,NA,NA,NA,STREAMWOOD,60107,2365,0.3226215644820296,0.0904862579281184,0.13446088794926003,0.4249471458773784,0.05243128964059197,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.038,62063,FALSE,TRUE,TRUE
89,278,21,21084,487170,80320,NA,W,16064,27,NA,1,1,8,4,1,3,1,2,1,1,3,2,1,2,NA,2,2,4,1,1,2,0,2967,2,1,2,NA,NA,NA,LA GRANGE,60525,7043,0.8795967627431492,0.01050688627005537,0.06119551327559278,0.03507028255004969,0.02456339627999432,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,7.994,100339,FALSE,TRUE,TRUE
90,203,18,18012,167840,75530,NA,W,10071,29,NA,1,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,2,0,1695,2,1,1,NA,NA,NA,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.245,97684,FALSE,TRUE,TRUE
91,205,72,72030,107340,62000,NA,W,6200,117,NA,1,1,7,4,1,3,1,5,1,0,1,2,0,NA,NA,2,2,3,1,2,2,0,1558,2,1,2,3,NA,NA,CHICAGO,60629,4195,0.07961859356376638,0.02288438617401668,0,0.8939213349225268,0.00715137067938021,14000,Chicago,0,0,1,0,0,0,EBERHART,HUBBARD HS,6.934,47321,FALSE,TRUE,TRUE
92,278,23,23041,900620,184980,NA,T,10277,14,NA,2,1,9,4,1,1,1,5,1,2,3,3,1,2,2,2,2,3,1,2,2,0,3180,2,1,2,NA,NA,NA,GLENCOE,60022,6421,0.8736956860302134,0.02055754555365208,0.03099205731194518,0.06930384675284224,0.01090172870269428,29652,Glencoe,0,0,1,0,0,0,SCH DISTRICT 35,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.481,194803,FALSE,TRUE,TRUE
93,203,71,71371,197850,56520,NA,W,4522,65,NA,2,1,5,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1518,2,1,5,1,NA,NA,CHICAGO,60707,1881,0.5055821371610846,0.04199893673577884,0.02870813397129186,0.4237107921318448,0,14000,Chicago,0,0,1,0,0,0,DEVER,STEINMETZ COLLEGE PREP HS,6.894,63438,FALSE,TRUE,TRUE
94,205,31,31110,184190,44220,NA,W,7370,73,NA,2,1,8,4,3,3,1,5,2,0,3,2,0,2,NA,2,2,3,2,2,2,0,1824,2,1,2,NA,NA,NA,WESTCHESTER,60154,2313,0.5317769130998703,0.16169476869865976,0.04193687851275399,0.24297449200172935,0.04323389537397319,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,91023,FALSE,TRUE,TRUE
95,203,31,31110,161550,38700,NA,T,6450,66,NA,2,1,7,3,3,1,1,5,2,0,3,1,1,NA,NA,2,2,3,1,2,2,0,1250,2,1,1,NA,NA,NA,WESTCHESTER,60154,3558,0.43732433951658234,0.2653175941540191,0.04187745924676785,0.2459246767847105,0.01911186059584036,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,76042,FALSE,TRUE,TRUE
96,278,18,18013,201090,74450,NA,W,12948,32,NA,1,1,8,4,2,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,1,0,2503,2,1,2,NA,NA,NA,STREAMWOOD,60107,9141,0.5479706815446888,0.02198884148342632,0.18553768734274148,0.23367246471939612,0.01684717208182912,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.918,95439,FALSE,TRUE,TRUE
97,203,22,22010,218910,56260,NA,W,7260,44,NA,2,1,5,3,3,3,1,5,1,0,3,2,0,NA,NA,2,2,3,2,1,2,0,1605,2,1,1,NA,NA,NA,DES PLAINES,60016,4894,0.7206783816918676,0.02595014303228443,0.105026563138537,0.10993052717613404,0.0596648957907642,19642,Des Plaines,0,0,4,1,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,90000,FALSE,TRUE,TRUE
98,234,72,72312,67870,20310,NA,T,3125,47,NA,1,1,5,2,3,1,2,5,2,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,988,2,1,4,NA,NA,1,CHICAGO,60643,3814,0.00471945464079706,0.9404824331410592,0,0.03880440482433141,0.03198741478762454,14000,Chicago,0,0,1,0,0,0,SHOOP,MORGAN PARK HS,6.908,40692,FALSE,FALSE,TRUE
99,211,72,72170,62440,23250,NA,O,3100,112,2,2,1,11,7,1,1,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2716,2,2,2,NA,NA,NA,CHICAGO,60621,2993,0.02004677581022385,0.9542265285666556,0,0.00868693618443033,0.02439024390243902,14000,Chicago,0,0,4,0,0,0,HARVARD,ROBESON HS,6.873317191283292,20469,FALSE,TRUE,TRUE
100,203,22,22031,167970,48300,NA,T,6900,62,NA,2,1,6,4,1,3,1,5,1,0,3,2,0,2,2,2,2,4,1,2,2,0,1344,2,1,1,NA,NA,NA,DES PLAINES,60018,2453,0.43416225030574807,0.06033428454953118,0.28006522625356706,0.21361598043212393,0.02038320423970648,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,51667,FALSE,TRUE,TRUE
101,211,70,70220,70320,30000,NA,W,3750,102,2,2,2,10,4,1,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2034,2,2,2,NA,NA,1,CHICAGO,60628,3689,2.710761724044456e-4,0.97804283003524,0,0.01951748441312009,0.00433721875847113,14000,Chicago,0,0,1,0,0,0,CULLEN,CORLISS HS,6.908,38693,FALSE,TRUE,TRUE
102,234,37,37092,105770,36520,NA,W,8117,56,NA,2,1,7,4,3,1,1,5,1,0,3,2,1,NA,NA,2,2,3,2,1,2,0,1512,2,1,4,NA,NA,NA,SOUTH HOLLAND,60473,2838,0.14799154334038056,0.8146582100070472,0,0.03171247357293869,0.01127554615926709,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  150,THORNTON TOWNSHIP HIGH SCHOOL  205,18.723,63750,FALSE,TRUE,TRUE
103,202,71,71010,149560,41850,NA,W,3100,97,NA,1,1,4,2,3,3,1,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,788,2,1,1,NA,NA,NA,CHICAGO,60630,5390,0.5829313543599258,0.00463821892393321,0.12393320964749537,0.28534322820037106,0.00630797773654916,14000,Chicago,0,0,1,0,0,0,FARNSWORTH,TAFT HS,6.894,86512,FALSE,TRUE,TRUE
104,211,77,77091,52380,55070,NA,W,4687,103,2,1,1,6,4,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2322,2,2,2,NA,NA,NA,CHICAGO,60623,4311,0.01020644861980978,0.947344003711436,0,0.04244954766875435,0,14000,Chicago,0,0,1,0,0,0,PENN,INFINITY HS,6.913,25405,FALSE,FALSE,TRUE
105,202,72,72345,46890,26120,NA,O,4750,70,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,962,2,1,1,NA,NA,NA,CHICAGO,60628,5973,0.00150678051230537,0.9675205089569732,0,0.00719906244768123,0.04754729616608069,14000,Chicago,0,0,4,0,0,0,"BROWN, R",FENGER HS,6.908,39231,FALSE,FALSE,TRUE
106,234,39,39211,136650,45120,NA,W,9024,60,NA,3,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1080,2,1,4,NA,NA,NA,ALSIP,60803,4311,0.6112270934817907,0.1336116910229645,0.00139178844815588,0.24031547204824863,0.02690790999768035,01010,Alsip,0,0,1,0,0,0,SCHOOL DISTRICT  126,COMMUNITY HIGH SCHOOL  218,13.434,63065,FALSE,TRUE,TRUE
107,278,38,38032,362250,70120,NA,W,11220,59,NA,3,1,8,5,3,3,1,5,2,1,2,3,1,2,2,2,2,3,1,1,1,0,2152,2,1,2,3,NA,2,ARLINGTON HEIGHTS,60005,5739,0.960446070744032,0.00958355114131381,0.02247778358599059,0.00278794215020038,0.00940930475692629,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,105114,FALSE,TRUE,TRUE
108,202,13,13080,95810,18900,NA,O,6300,62,NA,1,1,5,3,1,3,1,5,1,0,3,1,0,2,NA,2,2,4,1,2,2,0,908,2,1,1,NA,NA,NA,MIDLOTHIAN,60445,4319,0.5825422551516555,0.06181986570965501,0,0.31535077564250985,0.08057420699235934,48892,Midlothian,0,1,4,0,0,0,SCHOOL DISTRICT  143,COMMUNITY HIGH SCHOOL  228,14.895,66840,FALSE,TRUE,TRUE
109,202,70,70121,67740,23800,NA,W,2976,99,NA,2,1,4,2,1,3,2,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,760,2,1,1,NA,NA,NA,CHICAGO,60619,2336,0.00428082191780821,0.9696061643835616,0,0.01583904109589041,0.02054794520547945,14000,Chicago,0,0,1,0,0,0,"WASHINGTON, H",HARLAN HS,6.88386464826358,25287,FALSE,TRUE,TRUE
110,205,71,71371,168910,65100,NA,W,5208,71,NA,2,1,6,3,1,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1364,2,1,2,NA,NA,1,CHICAGO,60634,5593,0.6851421419631682,0,0.06847845521187199,0.23583050241373144,0.02109780082245664,14000,Chicago,0,0,1,0,0,0,CANTY,STEINMETZ COLLEGE PREP HS,6.894,84569,FALSE,TRUE,TRUE
111,211,72,72170,65670,36320,NA,W,4843,113,2,2,2,12,4,1,1,2,5,2,0,3,3,1,2,NA,2,2,4,2,2,2,0,2862,2,2,2,NA,NA,2,CHICAGO,60621,2279,0.00307152259763054,0.937691970162352,0,0.05923650724001755,0,14000,Chicago,0,0,6,0,0,0,HINTON,ROBESON HS,6.89,25927,FALSE,TRUE,TRUE
112,202,72,72380,176940,40200,NA,W,4020,65,NA,2,1,4,2,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,945,2,1,1,NA,NA,NA,CHICAGO,60638,6064,0.5346306068601583,0.00808047493403693,0,0.4345316622691293,0.0404023746701847,14000,Chicago,0,0,1,0,0,0,BYRNE,KENNEDY HS,6.934,99667,FALSE,TRUE,TRUE
113,295,77,77120,388750,30050,NA,W,884,23,NA,2,1,6,2,2,3,1,5,1,0,3,2,0,2,2,2,2,1,2,1,1,0,1546,2,1,3,NA,NA,NA,CHICAGO,60642,2375,0.6311578947368421,0.01852631578947368,0.05094736842105263,0.28421052631578947,0.03031578947368421,14000,Chicago,0,0,1,0,0,0,OTIS,WELLS HS,6.89,91071,FALSE,TRUE,TRUE
114,234,28,28036,180570,65200,NA,W,11855,48,NA,3,1,7,3,3,1,1,5,1,1,3,1,1,NA,NA,2,2,3,3,1,2,0,1300,2,1,4,NA,NA,NA,ORLAND PARK,60462,6677,0.8601168189306575,0.02531076830912086,0.00748839299086416,0.1007937696570316,0.01258050022465179,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,CONSOLIDATED HIGH SCHOOL  230,11.991,73825,FALSE,TRUE,TRUE
115,211,71,71171,188110,55680,NA,W,3840,106,2,2,2,8,4,3,1,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1886,2,2,2,NA,NA,1,CHICAGO,60641,5325,0.3646948356807512,0.00469483568075117,0.07192488262910798,0.5521126760563381,0.01126760563380281,14000,Chicago,0,0,1,0,0,0,REINBERG,FOREMAN HS,6.894,59917,FALSE,TRUE,TRUE
116,205,15,15080,124240,34960,NA,W,3780,73,NA,2,1,5,2,1,3,1,5,1,0,3,1,0,2,2,2,2,1,1,2,2,0,966,2,1,2,NA,NA,NA,CICERO,60804,5600,0.11660714285714284,0.025,0,0.8583928571428572,0,14351,Cicero,0,0,6,-1,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,65638,FALSE,TRUE,TRUE
117,206,73,73034,570370,224350,NA,W,4674,117,NA,2,1,7,3,3,1,1,5,1,0,1,3,1,2,2,2,2,2,2,2,2,0,2827,2,1,2,1,NA,NA,CHICAGO,60640,4392,0.7165300546448088,0.03847905282331512,0.0906193078324226,0.13934426229508196,0.03005464480874316,14000,Chicago,0,0,1,0,0,0,PEIRCE,SENN HS,6.89,90288,FALSE,TRUE,TRUE
118,211,77,77131,228140,64260,NA,W,1890,130,NA,3,1,6,3,1,3,1,5,1,1,2,2,1,2,2,2,2,3,1,2,2,0,1820,2,1,2,1,NA,NA,CHICAGO,60607,4138,0.6650555824069598,0.11744804253262446,0.09400676655389076,0.0804736587723538,0.0860318994683422,14000,Chicago,0,0,1,0,0,0,SKINNER,WELLS HS,6.913,141378,FALSE,TRUE,TRUE
119,203,31,31120,158980,24250,NA,W,4410,93,NA,3,1,6,3,1,3,1,5,2,0,1,2,0,2,2,2,2,3,1,2,2,0,1727,2,1,5,1,NA,1,WESTCHESTER,60154,4492,0.39804096170970615,0.311219946571683,0.01602849510240427,0.2591273374888691,0.02938557435440783,80047,Westchester,0,1,10,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,70790,FALSE,TRUE,TRUE
120,203,34,34020,255010,54420,NA,O,6220,97,NA,2,1,6,3,1,3,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1473,2,1,5,1,NA,1,RIVERSIDE,60546,5210,0.7667946257197696,0.02610364683301343,0.03435700575815739,0.16698656429942418,0.01151631477927063,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,91607,FALSE,TRUE,TRUE
